ai_app_id,ability_id,replicate,attained_level,ceiling_reason,confidence,error
4,39,0,1.0,"A visual question answering model has no body and produces only text, so it performs no whole-body coordinated movement at any level.",high,
11,47,0,1.0,Glare sensitivity is a physical visual ability requiring eyes and light perception; a mathematical reasoning system performs no visual sensing whatsoever.,high,
10,19,1,3.0,"It can handle simple orientation/rearrangement reasoning in digital contexts (and can brute-force some spatial problems by writing and running code), but multimodal diagram interpretation and mental rotation remain error-prone and unverifiable, so level-4 tasks like reliably assembling something from a diagram fail without human checking.",medium,
8,8,2,3.5,"It reliably applies linguistic and contextual rules (agreement, register, idiom resolution) to specific passages, but its 'deduction' is pattern-driven within language, not the multi-factor domain inference of level 5-6 anchors, and it silently mistranslates or omits in ambiguous, low-resource or high-stakes text without flagging uncertainty.",medium,
12,45,1,1.0,"The system operates on text-based code and issue descriptions and performs no perceptual color matching or discrimination at all, so it does not perform the activity even at the level-1 anchor.",high,
2,48,1,1.0,"Game-playing agents act on visual/state observations and do not process audio at all, so they cannot detect or discriminate sounds even at the level of noticing an alarm tone.",high,
7,32,0,1.0,"A language model has no physical embodiment and cannot exert any muscle force, so it performs nothing on this scale even at level 1.",high,
13,2,0,5.0,"It parses and paraphrases complex prose (contracts, policies, technical writeups) fluently, but on dense specialist documentation it still misreads details, drops constraints in long inputs, and confabulates plausible content, so consequential comprehension at the level-6 technical-manual anchor cannot be left unchecked.",medium,
2,21,2,4.7,"Trained agents genuinely juggle many simultaneous streams and objectives (multi-front battles plus economy plus scouting) at superhuman speed, but only within the closed, fully-observable-by-API game they were trained on; they cannot fuse heterogeneous, novel real-world information channels or be trusted unsupervised where a missed stream has real consequences, as the level-6 radar/radio anchor requires.",medium,
11,37,1,1.0,"The application is a disembodied reasoning system with no physical body or actuators, so it cannot bend, stretch, twist, or reach at all.",high,
2,7,1,3.5,"Trained agents reliably detect immediate and short-horizon threats in the closed game state they were trained on (incoming attacks, low resources, unfavorable trades), but their sense of 'something is wrong' is an implicit value estimate that collapses under novel or off-distribution situations — hence the exploitable blind spots humans found in AlphaStar and OpenAI Five — so they do not match the level-4+ anchors requiring recognition of subtle, atypical warning signs in an open environment.",medium,
13,31,2,1.0,"A conversational AI has no limbs or physical actuation, so it cannot perform any limb movement at all, even at level 1.",high,
3,26,0,1.0,"A still-image classifier has no effectors and performs no physical limb movement whatsoever, so it does not perform this activity even at the lowest level.",high,
4,32,0,1.0,"A visual question answering model has no body or actuators, so it exerts no muscle force at all, not even at level 1.",high,
13,5,2,5.5,"Generating large volumes of on-topic ideas is a core strength with negligible failure cost, but the level-6 anchor demands near-exhaustive enumeration of a complex domain, and the system's lists remain unsystematic and prone to silent omissions that no one is checking.",medium,
6,37,2,1.0,"Reading comprehension is a purely textual inference task with no physical body or actuators, so it performs no bending, stretching, twisting, or reaching at any level.",high,
5,6,0,3.5,"It reliably produces novel, visually inventive recombinations of learned styles and motifs, but the conceptual originality generally originates in the prompt and outputs need human selection for coherence, so it does not independently solve open-ended creative problems at the level-4+ anchors.",medium,
7,6,1,4.3,"It reliably generates plentiful, fluent, sometimes clever recombinations and framings (brainstorming, reframing tasks, novel-sounding suggestions), but without tools or grounding it cannot validate genuine novelty against reality, so invention-grade originality (level 6) and even reliable selection of the one workable clever solution are not attained.",medium,
5,11,0,2.4,"An image generator composes attributes into a picture rather than producing or applying explicit grouping rules, and its implicit multi-attribute binding (correct object-attribute pairing across several criteria) is unreliable, so it cannot be trusted to classify items by several dimensions the way level 3+ anchors require.",medium,
5,53,1,1.0,A text-to-image generative model has no channel for observing people or their reactions and performs no inference about why anyone reacts as they do; it only renders depicted affect on request.,high,
11,23,0,1.0,"The application is a purely textual reasoning system with no physical actuators, so it performs no hand or arm manipulation at all, even at level 1.",high,
3,5,0,1.0,"A trained vision classifier only assigns labels to visual content; it generates no ideas about a topic, so even the level-2 anchor (naming four uses for a screwdriver) is outside what it does.",high,
9,55,2,1.0,"A transcription pipeline only converts audio to text and exerts no influence on anyone's beliefs or behavior, so it performs no persuasion even at the lowest anchor.",high,
4,54,2,1.0,"VQA only answers questions about static images; it takes no actions in a shared task and has no mechanism for perceiving or adjusting to others' ongoing actions, so it does not perform coordination even at level 1.",high,
9,14,2,3.2,"The pipeline only holds a short acoustic/language context window and reproduces what it just heard, and even that verbatim retention degrades on the very items the anchors care about (names, numbers) under accent and noise, so it cannot be trusted for accurate recall of a set of just-encountered proper names, let alone deliberate study-and-recite of long material.",medium,
4,47,2,2.5,"The model only interprets already-captured images and has no control over exposure or optics, so its performance degrades sharply on blown-out, backlit, or high-glare frames and it cannot resolve small distant targets under bright light as the level 5-6 anchors require.",medium,
10,14,1,6.0,"Verbatim recall of recently ingested text, numbers and procedures is near-perfect while it sits in context or a retrieval store, but recall degrades and confabulates over very long horizons, across sessions, and for non-textual detail, so the highest, most demanding retention tasks cannot be trusted unsupervised.",medium,
9,32,0,1.0,"A speech recognition pipeline is software with no physical actuators and exerts no force at all, so it does nothing for this activity even at level 1.",high,
11,32,0,1.0,"The application is a disembodied reasoning system with no physical actuators, so it exerts no muscle force at all — it does nothing for this activity even at level 1.",high,
5,25,2,1.0,Image generation is a purely computational synthesis task with no physical actuator control; it cannot adjust any machine or vehicle control to an exact position even at the dimmer-switch level.,high,
4,47,0,1.5,"The model has no sensor of its own and only ingests pre-captured images, so it does not perform seeing-under-glare at all; at best it can still name objects in mildly overexposed or flare-affected photos, and its accuracy degrades sharply as washout increases.",medium,
13,19,0,1.3,"A dialogue system operates on words, not spatial representations; it can talk about arrangements but cannot reliably perform mental rotation or track how parts look once moved, failing even simple level-2 transformations except by recalling stock verbal descriptions.",high,
5,3,1,1.0,"The model outputs only images and produces no spoken language at all, so it does not perform oral expression even at the lowest anchor.",high,
1,44,2,1.0,"A board-game engine operates on symbolic discrete board states with no visual or spatial sensing, so it never judges physical distance at all.",high,
2,1,1,1.0,"Game-playing agents act on visual/state input and produce control actions; they process no spoken language at all, so even understanding a simple spoken message is outside the system's function.",high,
4,2,2,4.2,"It reliably parses questions and moderately complex text in images (signs, forms, short contracts, charts), but hallucination and OCR/layout errors on dense technical or legal documents requiring long-range cross-referencing make unsupervised comprehension at the level-6 manual anchor unattainable.",medium,
3,18,1,1.3,"A still-image labeler outputs object categories without any egocentric frame of reference, so it never establishes where it (or the viewer) is relative to the surroundings — falling short even of the level-2 floor-plan-to-self localization anchor.",high,
5,21,1,2.2,"The model integrates a few static sources (text prompt, reference image, style cues) in a single feed-forward synthesis, but it never monitors or switches between concurrent, evolving information streams over time, as level 3+ anchors require.",medium,
7,13,1,2.7,"Without a calculator or code execution, the model handles single small-number operations reliably but accumulates silent arithmetic errors on multi-step, multi-digit tasks like reconciling a ledger or computing an interest figure, where exactness is the whole point.",medium,
2,9,2,3.4,"Game agents implicitly combine partial observations into predictive patterns (e.g., inferring an opponent's strategy from scouting cues), but the inferred 'rules' are statistical policy artifacts confined to the trained game, collapse under novel or out-of-distribution situations, and cannot be articulated or transferred, so they fall short of the deliberate evidence-to-conclusion reasoning of the level 4 anchor.",medium,
4,11,2,3.5,"It can flexibly regroup visible image content by multiple perceptual attributes (color, size, shape, type) on request, but classification along non-visual, expert-defined dimensions (cost, strength, melting point) requires domain knowledge the image does not supply, and fine-grained taxonomic sorting is error-prone enough to need review.",medium,
11,54,2,1.0,"The system solves formal reasoning problems in isolation and has no model of, or interaction with, other agents' ongoing actions to adjust to, so it performs no coordination even at the level-2 appointment-scheduling anchor.",high,
3,2,2,1.5,"A trained object-labelling vision model can at best classify text-bearing objects like a stop sign by appearance; it does not read or extract meaning from written language, so it barely reaches the level-2 'understand highway signs' anchor and nothing above it.",high,
8,54,1,1.2,"A translation model passively transforms submitted text and has no representation of other agents' actions, schedules, or states to adjust its own behavior against 
ot even at the level of booking clinic appointments.",high,
2,50,1,1.4,"Game-playing agents as defined act on visual/state observations and generally have no auditory input channel at all, so they do not determine directions of sound sources even at the simplest stereo-discrimination level.",medium,
1,19,2,6.2,"It performs the level-6 anchor (anticipating one's own and an opponent's future chess moves) at superhuman reliability, but its state-space search is confined to formally specified game boards and cannot imagine rearrangements of physical objects or diagrams, so nothing supports a higher, more general visualization level.",high,
9,15,1,4.0,"It performs fast pattern completion on degraded signals (accented, noisy speech ≈ 'strange handwriting'), but does not synthesize disparate cues into an interpretation supporting a consequential judgment as level 5 requires, and heavy overlap/crosstalk still degrades it.",medium,
13,39,2,1.0,"A conversational system has no body and performs no physical movement whatsoever, so it does nothing for this activity even at level 1.",high,
7,15,2,4.3,"It rapidly reconstructs meaning from garbled, misspelled, elliptical or scrambled text (level-3/4 analogs), but level 5 requires reliably reading raw perceptual/sensor-style pattern data and committing to a consequential judgment, which a text-only model cannot do dependably without external tools or oversight.",medium,
1,17,0,4.5,"Within a game's encoded state space it compares and matches positions/patterns with essentially perfect speed and accuracy (transposition hashing, learned pattern evaluation), but it operates only on pre-encoded symbolic board states and cannot perform the general rapid visual comparison of letters, objects, or images on a moving stream that the level 6 anchor requires.",medium,
1,2,2,1.5,"The agent consumes board states and formal move notation (FEN/PGN) rather than prose, so it decodes a fixed symbolic encoding but never reads or understands information and ideas presented in writing — it cannot extract meaning from even a simple written instruction or rules document.",high,
4,40,2,1.0,"Visual question answering is a disembodied software model with no body or actuators, so it cannot maintain or regain physical balance at any level.",high,
8,28,1,1.0,"A text translation model has no physical actuators or perception of moving objects, so it performs no rate-control activity at all, even at level 1.",high,
1,5,2,3.5,"It exhaustively enumerates huge numbers of candidate moves and continuations, but only within a closed, formally specified rule set — it cannot generate ideas about open-ended, semantically defined topics as the level 4 and 6 anchors require.",medium,
13,8,1,4.4,"It reliably applies explicit stated rules to concrete cases in dialogue (policy, eligibility, troubleshooting), but at level-5-and-above judgment work it produces plausible rather than verified inferences \u2014 silent rule misapplication and hallucinated premises on edge cases mean it cannot be left unsupervised where the conclusion carries financial, legal, or safety consequence.",medium,
10,5,2,5.8,"It generates and, with browsing/iteration, expands and de-duplicates very large idea sets easily, but cannot verify that an enumeration is genuinely exhaustive in an open, ill-bounded domain (the level-6 'all possible strategies' demand), tending to recycle common patterns and miss unconventional options.",medium,
1,58,2,1.0,"A game-playing search agent has no model of people or their needs and performs no helping behavior at all, not even trivial service acts like offering a customer coffee.",high,
7,44,2,1.0,"A text-only language model has no visual input or spatial sensing at all, so it cannot judge relative distance of objects even at the lowest anchor level.",high,
8,52,0,1.0,"The measured object is a text-to-text translation model with no speech production capability, so it does not perform the activity of speaking clearly at all, even at the bingo-call level.",high,
8,57,2,1.8,"A translation model can only re-render instructional text supplied to it (e.g., a time-clock procedure in another language); it cannot demonstrate, adapt to a learner's confusion, check understanding, or sequence a lesson, so it never performs instruction itself beyond passive relay of simple directions.",high,
8,14,1,4.7,"Its parametric store of cross-lingual vocabulary and idiom is vast, and it holds a document's terms within context, but it cannot be trusted for verbatim, error-free retention of long passages, rare named entities or numbers, and retains nothing beyond the context window.",medium,
9,52,2,1.0,"The system only converts audio to text and produces no spoken output at all, so it cannot perform the activity of speaking clearly even at the bingo-caller level.",high,
7,24,2,1.0,"A text-only language model has no hands or actuators and cannot manipulate physical objects at all, so it performs nothing even at level 1.",high,
11,21,0,2.0,"The system processes one reasoning task serially and, while it can hold several constraints or sub-results in a single chain of thought, it does not monitor or interleave concurrent, dynamically changing information streams in real time as level 3+ anchors require.",medium,
2,34,1,1.0,"A game-playing agent has no body and exerts no muscular force, so it cannot propel itself or throw objects at any level.",high,
1,42,2,1.0,"A board-game engine operates on symbolic game states, not optical input, so it performs no visual detail perception at distance at all.",high,
10,34,0,1.0,"Explosive Strength is a purely physical muscular ability; a software agent operating in digital environments has no body and performs none of it, even at level 1.",high,
7,31,2,1.0,"A text-generating language model has no limbs or physical actuators, so it cannot perform any physical limb movement at even the lowest anchor level.",high,
4,8,0,3.5,"It reliably applies commonsense and simple rule-based inference to visible scene content, but perception errors and hallucinated details make longer multi-premise deductions unreliable, and it cannot be trusted unsupervised for professional-grade reasoning like the level-5 factor-selection anchor.",medium,
7,37,2,1.0,"A text-only model has no body or actuators, so it cannot bend, stretch, twist, or reach at all, even at the lowest anchor.",high,
7,37,0,1.0,"A text-only model has no body and cannot bend, stretch, twist, or reach at all, so it performs nothing even at level 1.",high,
7,4,0,5.3,"It reliably produces fluent, well-organized documents up to article or report length, but book-scale works like an advanced textbook demand sustained factual accuracy and cross-chapter coherence that an unaided model cannot guarantee without expert verification.",high,
7,15,0,4.0,"It reliably reconstructs meaning from noisy, garbled, or fragmentary text (the textual analog of 'strange handwriting'), but the level-5 anchor requires rapidly organizing non-textual perceptual/spatial data streams into a pattern, which a text-only model without tools or sensory input cannot do.",medium,
10,8,0,4.7,"It applies codified rules to concrete digital problems well (debugging, spec-following, policy checks), but long-horizon chains still accumulate unnoticed inferential errors, so consequential level-5+ judgments and level-6 engineering-grade derivations require human verification.",medium,
10,25,0,1.0,"Control Precision requires physical, continuous adjustment of machine or vehicle controls; a purely digital agent has no actuators and performs none of this activity even at level 1.",high,
5,43,1,1.0,"Peripheral vision is a physical sensory capacity requiring a visual field and real-time perception of off-axis motion; an image-synthesis model has no eyes, no live scene, and performs no perception at all.",high,
12,8,2,4.5,"It reliably applies language, API and type rules to localize and fix well-specified bugs, but on tasks needing multi-factor judgment about which invariants and constraints matter (level 5+) it still fails a large fraction of the time and patches that pass tests can be silently wrong, so it cannot be left unsupervised.",medium,
4,3,2,3.5,"It produces short, grammatically clear textual answers about image content rather than spoken, audience-adapted explanations, and its answers can be confidently wrong about what is in the image, so it cannot be relied on for the sustained, correct explanatory speech implied at level 4 and above.",medium,
12,12,0,4.5,"It reliably picks and applies standard formulas and algorithmic/numeric methods needed to make a patch pass a project's tests, but cannot be trusted unsupervised to derive or validate novel mathematical models (e.g., simulation physics or numerical-stability analysis) where the project's tests do not establish correctness.",medium,
11,36,1,1.0,"A mathematical reasoning system has no body and performs no physical exertion whatsoever, so it does nothing for this activity even at level 1.",high,
3,54,0,1.0,"A still-image classifier produces labels only; it takes no actions and has no model of others' actions to adjust to, so it performs no part of coordination even at level 1.",high,
2,6,0,2.8,"RL game agents do emerge with genuinely unusual tactics (novel build orders, exploiting physics quirks), but these arise from massive in-domain search within a fixed reward and rule set, not from generating creative ideas about open-ended or unfamiliar problems as level 4+ anchors require.",medium,
9,49,0,4.2,"Modern ASR front-ends (noise-robust acoustic models, beamforming, diarization) handle moderate babble and PA-style announcements, but word error rates degrade sharply in very low-SNR industrial noise and heavily overlapped/crosstalk speech, where the system cannot reliably isolate and follow one target speaker without human correction.",medium,
12,53,2,1.4,"The system only parses issue text for technical intent; it has no model of people's reactions or motives, so it cannot even reliably register something like customer frustration (level 2), let alone social dynamics.",high,
10,38,2,1.0,"Dynamic Flexibility is a purely physical bodily ability, and a software agent operating in digital environments has no body to bend, stretch, twist, or reach with.",high,
1,9,2,3.8,"Its inductive generalization is confined to a closed, fully-specified formal domain where all evidence is homogeneous and noise-free; it cannot combine heterogeneous, ambiguous real-world evidence into conclusions as the level 4+ anchors require.",medium,
2,30,1,5.5,"The agent emits precise, sustained high-rate action commands (hundreds of APM) that functionally replace a human's rapid keyboard/mouse input, but it acts through a software API rather than physically actuating hardware, so any requirement involving real finger/wrist movement on objects is unattained.",medium,
9,26,0,1.0,"A speech-to-text pipeline has no limbs or motor actuators and performs no physical coordination whatsoever, so it does nothing for this activity even at level 1.",high,
3,12,0,1.0,"A trained vision classifier only outputs object labels; it selects no mathematical methods or formulas at all, so it does not perform even the level-1 unit-price arithmetic task.",high,
5,29,1,1.0,"An image generation model has no sensorimotor loop: it does not monitor real-time signals nor produce hand, finger, or foot responses, so it performs nothing on this ability even at level 1.",high,
8,56,1,1.5,"A translation model only re-renders others' words; it has no interests, cannot make concessions or offers, and cannot bring parties together or reconcile differences, so it never performs the negotiation itself even at the level-2 anchor.",high,
2,31,2,1.0,"The agent emits digital actions into a game environment and has no arms or legs to move, so it does not perform physical limb movement at even the level-2 anchor (sawing wood).",high,
1,12,1,2.0,"The agent executes a fixed, pre-specified search and evaluation formalism within one game's rules; it never selects or adapts mathematical methods for a novel problem, so it cannot handle even simple general quantitative problem framing outside the board.",medium,
8,52,2,1.0,"The measured object is a text-to-text translation model with no speech synthesis or vocal output at all, so it does not perform the activity even at the level-1 anchor.",high,
3,36,0,1.0,"Stamina is a physical exertion ability requiring a body; a vision model that labels images performs no part of it, even at level 1.",high,
1,11,0,3.4,"The agent groups positions by many learned criteria within one fixed rule set (material, structure, tactical motifs, transpositions), but cannot generate or switch among novel categorization schemes over arbitrary multi-attribute domains outside its trained game.",medium,
5,17,0,1.5,"A generative model synthesises images rather than comparing them; it has no reliable discriminative output for spotting differences or defects, so it cannot even be handed a level-2 untimed sorting/matching task unsupervised.",medium,
1,26,2,1.0,"A game-playing search agent has no limbs or actuators and performs no physical coordination whatsoever, even at the level of rowing a boat.",high,
7,50,0,1.0,"A text-only language model receives no acoustic input and cannot perceive sound at all, so it performs none of this activity even at level 1.",high,
2,48,2,1.0,"The agent operates on visual game state and control outputs; it performs no auditory discrimination at all, so even the level-2 anchor of noticing an alarm tone is outside what the trained agent does.",high,
11,22,2,1.0,"The application is a purely symbolic reasoning system with no physical body, actuators, or manipulators, so it performs no arm-hand steadiness activity at all.",high,
5,39,1,1.0,"An image generator has no body and performs no physical movement, so it contributes nothing to whole-body coordination even at the lowest anchor.",high,
1,8,2,5.0,"It applies fixed, fully-specified rules to closed board states with superhuman depth, but cannot apply general principles to open-ended, ill-specified real-world problems as the level 6 anchor (aerodynamic wing design) requires.",medium,
9,1,1,3.0,"The pipeline converts speech to accurate word strings for everyday conversational content but does not extract or act on the ideas conveyed, so it cannot substitute for a human at levels like following a coach's instructions or grasping a technical lecture, where domain jargon also degrades its transcripts.",medium,
3,48,0,1.0,"The application processes still images only and has no audio input, so it performs no auditory detection or discrimination at any level.",high,
13,48,0,2.5,Its audio front end only detects speech presence and coarse prosodic pitch/loudness cues; it cannot make diagnostic fine-grained acoustic discriminations on non-speech sounds like engine noise or instrument tuning.,medium,
6,24,0,1.0,"A text-reading question-answering model has no hands or physical actuators, so it performs no finger manipulation at all, even at level 1.",high,
2,33,0,1.0,"A game-playing software agent exerts no muscle force at all, so it performs nothing on a muscular endurance scale even at level 1.",high,
12,54,2,1.5,"The agent works solo on an issue-to-patch loop and never negotiates or synchronizes its actions with other people's ongoing actions; the only 'adjusting to others' is conforming to existing code conventions and CI feedback, well short of even the level-2 scheduling anchor.",high,
10,25,2,1.2,"Control Precision is a psychomotor ability requiring repeated fine physical adjustment of machine or vehicle controls; a digital agent has no actuators and at most issues discrete software commands (e.g., a cursor coordinate or a smart-dimmer API call), which is not the continuous embodied control the anchors describe.",high,
13,8,2,4.5,"It applies general rules to specific cases fluently in dialogue, but unsupervised rule-application breaks down on edge cases, unstated premises and hallucinated rules, so consequential level-5+ judgments (e.g., committing to which factors govern a real financial or safety decision) still need human verification.",medium,
12,45,0,1.0,"The application operates on text/code and performs no color perception or matching at all, so it does nothing for this activity even at level 1.",high,
7,26,2,1.0,"A text-only language model has no limbs or motor actuators, so it performs no part of physical limb coordination even at the lowest anchor.",high,
8,39,0,1.0,"A text translation model has no body or actuators, so it performs no whole-body coordination at all, even at level 1.",high,
7,52,1,1.0,"A text-only language model produces no speech at all, so it cannot articulate words audibly even at the bingo-caller level; it can only draft what someone else would say.",high,
1,46,1,1.0,"A board-game search agent has no visual sensing at all, so it performs no low-light seeing even at level 1.",high,
6,37,0,1.0,Extent Flexibility is a purely physical ability requiring a body; a text-reading model has no physical embodiment and performs none of it even at level 1.,high,
11,2,0,5.8,"It reliably parses dense technical prose, formal problem statements and notation at roughly the technical-manual anchor, but still misreads implicit conventions, figures/diagrams, and ambiguous or under-specified research text without a human to catch the misreading before it propagates into a wrong derivation.",medium,
2,15,0,5.0,"In-domain it fuses noisy perceptual streams into predictive situational patterns (e.g., inferring an opponent's strategy from partial scouting) at or above human speed, but the pattern vocabulary is fixed by training and it cannot organize novel or out-of-distribution information, so higher-level closure on unfamiliar material is out of reach.",medium,
6,53,1,2.5,"It can only infer social states from cues explicitly present in a supplied passage 
e it has no channel for perceiving live people's reactions or tracking ongoing group dynamics, so anything beyond identifying stated/implied emotions in text is out of reach.",medium,
12,26,2,1.0,"The application is a purely text/code-based system with no limbs or physical actuators, so it performs no limb coordination at all.",high,
1,46,2,1.0,"A board-game search agent has no visual sensing at all, so it performs nothing on a low-light seeing ability even at level 1.",high,
11,55,2,1.5,"The system only derives and presents formal results; a valid derivation can shift a technical reader's view of a claim, but it does no audience modeling, negotiation, or motivational appeal, so it cannot perform even level-2 solicitation of a behavior change.",medium,
1,51,1,1.0,"A board-game search agent takes discrete game states as input and has no audio processing capability whatsoever, so it performs nothing on this activity even at level 1.",high,
12,9,1,4.3,"It can synthesize an issue report, stack trace, and test failures into a plausible root-cause hypothesis for localized bugs, but on subtle cross-module, concurrency, or performance defects it frequently infers a wrong general cause and produces patches that satisfy the visible tests while missing the real invariant, so its diagnoses cannot be trusted unreviewed at the level-6 'many different lab tests' standard.",medium,
10,55,2,2.5,"It can autonomously draft and send fluent persuasive outreach (donation appeals, templated pitches) but cannot sustain the adaptive, accountable interpersonal influence of level 4+, where persuading a real supervisor, client or jury depends on standing, read of the other party's reaction, and responsibility for the commitment obtained.",medium,
3,15,1,4.0,"It can rapidly resolve degraded, occluded or cluttered visual input into known categories (level 3-4 pattern completion, including handwriting-style recognition), but level 5 requires inferring an evolving situation from patterns and making a consequential decision, which goes beyond assigning labels to visible objects and cannot be left unsupervised in novel or out-of-distribution imagery.",medium,
9,1,2,3.0,"The pipeline maps sound to words and so delivers the literal content of clear or moderately noisy speech, but it performs no semantic inference — it cannot extract intent, resolve ambiguity, or act on spoken instructions as required at level 4 and above, and residual word errors under heavy accent or overlapping talk corrupt exactly the content a listener would need.",medium,
10,36,0,1.0,"Stamina is a physical, embodied capacity; a software agent has no body and performs none of it, even at the level-1 anchor of walking a quarter mile.",high,
12,3,2,1.0,"The system produces code patches and text artifacts with no spoken output or interactive verbal communication, so it does not perform oral expression even at the simplest level.",high,
13,37,2,1.0,"Conversation is a purely linguistic system with no body or actuators, so it cannot bend, stretch, twist, or reach at all.",high,
4,28,2,1.0,"Rate Control requires timing one's own physical movements to a moving object; a static-image question-answering model produces text and effects no motor output at all, so it does nothing even at level 1.",high,
2,6,1,2.8,"Its novel tactics emerge from massive reward-driven search inside one closed, fully-specified game world, so it cannot generate or transfer clever ideas about open-ended, ill-defined problems as level 4+ anchors require.",medium,
10,32,2,1.0,"A purely digital agent has no physical actuators, so it cannot exert any muscle force at all — it does nothing for this activity even at level 1.",high,
3,46,2,2.3,"Recognition accuracy collapses as illumination drops and sensor noise dominates blit can label objects in dusk-lit or dim but exposed images, but cannot reliably resolve scene content in near-darkness, and produces no navigational or continuous-scene competence beyond per-image labels.",medium,
1,26,1,1.0,"The application is a purely computational game-playing agent with no limbs or physical actuation, so it performs no limb coordination at all.",high,
1,34,2,1.0,"A board-game search agent has no body or actuators and exerts no muscle force whatsoever, so it does nothing for this activity even at level 1.",high,
6,46,0,1.0,Night vision is a visual-sensory ability; a text-reading question-answering system performs no visual perception under low light at all.,high,
11,22,1,1.0,"The application is a purely symbolic reasoning system with no physical actuators, so it performs no arm-hand steadiness activity at any level.",high,
13,43,2,1.0,"A conversational system has no lateral visual field or any visual sensing at all, so it performs nothing on this activity even at level 1.",high,
3,13,0,1.0,"A trained vision model assigns labels to image content and performs no arithmetic operations at all, so it does not perform even the level-1 anchor of adding two numbers.",high,
2,55,0,1.0,"A game-playing agent acts on the environment via control inputs and never communicates with or attempts to change the beliefs or behavior of another person, so it performs no persuasion even at the lowest anchor.",high,
4,16,0,3.4,"It reliably spots salient known objects in mildly cluttered scenes, but degrades sharply on small, low-contrast, occluded or camouflaged targets, so level-4 'golf ball in the rough' visual search is hit-or-miss without human verification.",medium,
4,8,2,3.5,"It applies commonsense and simple domain rules to what it sees, but chained or precise multi-step inference over images degrades with perceptual errors and confident hallucination, so anything at the level of weighing factors for a consequential decision needs human verification.",medium,
10,50,0,1.0,"A digital agent has no binaural/spatial audio perception embodied in a physical environment, so it cannot localize sound sources at all.",high,
9,33,0,1.0,"A speech transcription pipeline exerts no muscular force at all, so it performs nothing on this physical endurance activity even at level 1.",high,
9,5,2,1.0,"A transcription pipeline maps audio to text and generates no ideas of its own, so it performs no idea-generation even at the level-2 anchor.",high,
10,27,1,1.0,"Response Orientation is a psychomotor ability requiring rapid selection among physical movements to sensory signals, and a digital agentic system executes no movements and operates on deliberative timescales rather than reaction-time ones.",high,
10,31,0,1.0,"The application is purely digital and has no limbs or physical actuators, so it performs no part of this physical activity even at level 1.",high,
8,44,2,1.0,"A text-to-text translation model has no visual input or spatial judgment capability, so it performs nothing on depth perception even at level 1.",high,
7,57,1,4.2,"It can generate accurate step-by-step explanations and answer follow-up questions in text (level-4 'explain how to operate a software program'), but it cannot demonstrate physically, observe a learner's performance to correct errors, or be trusted unsupervised on procedural detail where a hallucinated step would cause real harm, as level 5-6 instruction requires.",medium,
1,51,2,1.0,A board-game search agent operates on discrete game states and has no audio input or speech processing capability whatsoever.,high,
4,24,0,1.0,"A visual question answering model has no physical actuators or hands, so it cannot grasp or manipulate objects at all, even at level 1.",high,
7,40,0,1.0,"A text-only language model has no body and performs no physical balance activity whatsoever, even at level 1.",high,
12,23,2,1.0,"The application is purely software-based with no physical actuators, so it performs no hand or arm manipulation of objects at any level.",high,
11,23,1,1.0,"The application is a purely text-based reasoning system with no physical embodiment or actuators, so it performs no manual manipulation at all, even at the level-1 anchor.",high,
3,45,1,3.5,"A trained labelling model reliably names and separates coarse and moderately fine color categories, but its color judgments are not illumination-calibrated (color constancy failures under colored or low light) and it cannot follow or match colors through a continuous task like circuit tracing, nor produce color output as level 6 requires.",medium,
6,42,0,1.0,"The application operates on supplied text and has no visual sensing at all, so it performs no distance-vision activity even at the lowest anchor.",high,
8,50,1,1.0,A text-to-text translation model receives no spatial audio input and performs no sound localization at all.,high,
8,35,0,1.0,"A translation model is disembodied software with no musculature or physical body, so it performs no trunk strength activity at any level.",high,
2,54,2,3.0,"Trained agents can tightly synchronize actions with teammates inside a fixed game environment (e.g., coordinated team fights), but they cannot communicate, negotiate, or reliably adapt to novel human partners and off-distribution joint tasks, so they fall short of the level-4 'work with others to build something' anchor.",medium,
6,45,2,1.0,"A text-passage question-answering system has no visual input and performs no color matching or discrimination at all, not even the level-1 sorting task.",high,
9,40,1,1.0,"A speech-to-text pipeline has no body or physical actuation, so it performs no balance-related activity at any level.",high,
7,2,1,5.5,"It reads and paraphrases dense technical prose accurately in most cases, but on long, highly specialized documents with precise cross-referenced dependencies it still misreads or confabulates details, so safety-critical technical comprehension (level 6) cannot be left unchecked.",medium,
5,48,0,1.0,"An image generation model has no audio input or auditory discrimination capability whatsoever, so it performs nothing on this activity even at level 1.",high,
9,47,0,1.0,"Speech recognition processes audio only and has no visual sensing whatsoever, so it performs nothing on a vision-under-glare activity even at level 1.",high,
4,50,2,1.0,"Visual question answering takes image and text input only and has no audio channel, so it cannot localize sound at all, even at level 1.",high,
11,38,1,1.0,"The application is a disembodied reasoning system with no physical body or actuators, so it cannot bend, stretch, twist, or reach at all.",high,
11,17,2,2.5,"It can compare symbolic strings and spot differences in text-based data without time pressure, but it has no real-time visual input stream and cannot perform speeded perceptual inspection of gauges or moving physical items (levels 4-6).",medium,
9,13,2,1.0,The pipeline maps audio to text and performs no arithmetic at all; it cannot even reliably compute 2+7 since it only transcribes spoken digits.,high,
7,51,0,1.0,"A text-only language model receives no audio input, so it cannot identify or understand spoken speech at all — even the level 2 anchor of recognizing a voice is outside its modality.",high,
